ID,Acronym,sex,rat_n,tissue_name,region_tissue_name,consensus_tissue_name,organ_name,regional_tissue,tissue_color,region_tissue_color,consensus_tissue_color,organ_color
rec_female.1,rec,female,1,rectum,rectum,large intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
rec_male.1,rec,male,1,rectum,rectum,large intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
rec_female.4,rec,female,4,rectum,rectum,large intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
rec_male.4,rec,male,4,rectum,rectum,large intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
len_female.2,len,female,2,lens,lens,lens,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
len_male.3,len,male,3,lens,lens,lens,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
len_female.3,len,female,3,lens,lens,lens,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
liv1_male.1,liv1,male,1,liver (lobe 1),liver (lobe 1),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv1_female.4,liv1,female,4,liver (lobe 1),liver (lobe 1),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv1_female.1,liv1,female,1,liver (lobe 1),liver (lobe 1),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv1_male.4,liv1,male,4,liver (lobe 1),liver (lobe 1),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv2_female.1,liv2,female,1,liver (lobe 4),liver (lobe 4),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv2_female.4,liv2,female,4,liver (lobe 4),liver (lobe 4),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv2_male.1,liv2,male,1,liver (lobe 4),liver (lobe 4),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
liv2_male.4,liv2,male,4,liver (lobe 4),liver (lobe 4),liver,Liver,FALSE,#D1CBE5,#D1CBE5,#D1CBE5,#D1CBE5
bro_female.4,bro,female,4,bronchus,bronchus,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
bro_male.4,bro,male,4,bronchus,bronchus,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
bro_female.1,bro,female,1,bronchus,bronchus,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
bro_male.1,bro,male,1,bronchus,bronchus,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lun_female.4,lun,female,4,lung,lung,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lun_female.1,lun,female,1,lung,lung,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lun_male.1,lun,male,1,lung,lung,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lun_male.4,lun,male,4,lung,lung,lung,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lym_female.4,lym,female,4,lymph node,lymph node,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
lym_male.1,lym,male,1,lymph node,lymph node,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
lym_female.1,lym,female,1,lymph node,lymph node,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
lym_male.4,lym,male,4,lymph node,lymph node,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
spl_female.4,spl,female,4,spleen,spleen,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
spl_male.1,spl,male,1,spleen,spleen,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
spl_female.1,spl,female,1,spleen,spleen,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
spl_male.4,spl,male,4,spleen,spleen,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
thym_female.4,thym,female,4,thymus,thymus,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
thym_female.1,thym,female,1,thymus,thymus,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
thym_male.4,thym,male,4,thymus,thymus,lymphoid tissue,Bone marrow & immune system,FALSE,#A1A8AA,#A1A8AA,#A1A8AA,#A1A8AA
bul_male.4,bul,male,4,bulbourethral gland,bulbourethral gland,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
malg_male.4,malg,male,4,male preputial gland,male preputial gland,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
malg_male.1,malg,male,1,male preputial gland,male preputial gland,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pro.a_male.1,pro-a,male,1,prostate,prostate,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pro.a_male.4,pro-a,male,4,prostate,prostate,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pro.2_male.4,pro-2,male,4,prostate,prostate,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pro.2_male.1,pro-2,male,1,prostate,prostate,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
sem_male.1,sem,male,1,seminal vesicle,seminal vesicle,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
sem_male.4,sem,male,4,seminal vesicle,seminal vesicle,male glands,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pcard_female.4,pcard,female,4,pericardium,pericardium,mesothelial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
pcard_female.1,pcard,female,1,pericardium,pericardium,mesothelial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
pcard_male.4,pcard,male,4,pericardium,pericardium,mesothelial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
ple_male.1,ple,male,1,pleura,pleura,mesothelial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
skil_female.1,skil,female,1,lip,lip,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
skil_female.4,skil,female,4,lip,lip,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
skil_male.1,skil,male,1,lip,lip,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
skil_male.4,skil,male,4,lip,lip,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
ora_female.4,ora,female,4,oral mucosa,oral mucosa,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
ora_male.4,ora,male,4,oral mucosa,oral mucosa,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
ora_female.1,ora,female,1,oral mucosa,oral mucosa,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
ora_male.1,ora,male,1,oral mucosa,oral mucosa,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
tong_female.4,tong,female,4,tongue,tongue,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
tong_male.1,tong,male,1,tongue,tongue,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
tong_male.4,tong,male,4,tongue,tongue,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
tong_female.1,tong,female,1,tongue,tongue,mouth,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
ova_female.1,ova,female,1,ovary,ovary,ovary,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
ova_female.4,ova,female,4,ovary,ovary,ovary,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
pan_female.4,pan,female,4,pancreas,pancreas,pancreas,Pancreas,FALSE,#96C08E,#96C08E,#96C08E,#96C08E
pan_male.4,pan,male,4,pancreas,pancreas,pancreas,Pancreas,FALSE,#96C08E,#96C08E,#96C08E,#96C08E
pan_male.1,pan,male,1,pancreas,pancreas,pancreas,Pancreas,FALSE,#96C08E,#96C08E,#96C08E,#96C08E
pan_female.1,pan,female,1,pancreas,pancreas,pancreas,Pancreas,FALSE,#96C08E,#96C08E,#96C08E,#96C08E
para_female.1,para,female,1,parathyroid gland,parathyroid gland,parathyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
para_female.4,para,female,4,parathyroid gland,parathyroid gland,parathyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
para_male.4,para,male,4,parathyroid gland,parathyroid gland,parathyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pen_male.1,pen,male,1,penis,penis,penis,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pen_male.4,pen,male,4,penis,penis,penis,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
pineal_female.4,pineal,female,4,pineal gland,pineal gland,pineal gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pineal_female.1,pineal,female,1,pineal gland,pineal gland,pineal gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pineal_female.2,pineal,female,2,pineal gland,pineal gland,pineal gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pineal_female.3,pineal,female,3,pineal gland,pineal gland,pineal gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pituitary_male.2,pituitary,male,2,pituitary gland,pituitary gland,pituitary gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pituitary_female.2,pituitary,female,2,pituitary gland,pituitary gland,pituitary gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pituitary_male.3,pituitary,male,3,pituitary gland,pituitary gland,pituitary gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
pituitary_female.3,pituitary,female,3,pituitary gland,pituitary gland,pituitary gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
ret_female.2,ret,female,2,retina,retina,retina,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
ret_male.2,ret,male,2,retina,retina,retina,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
ret_female.3,ret,female,3,retina,retina,retina,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
ret_male.3,ret,male,3,retina,retina,retina,Eye,FALSE,#FFEF78,#FFEF78,#FFEF78,#FFEF78
sal_female.4,sal,female,4,salivary gland,salivary gland,salivary gland,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
sal_female.1,sal,female,1,salivary gland,salivary gland,salivary gland,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
sal_male.4,sal,male,4,salivary gland,salivary gland,salivary gland,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
sal_male.1,sal,male,1,salivary gland,salivary gland,salivary gland,Proximal digestive tract,FALSE,#FBDAD9,#FBDAD9,#FBDAD9,#FBDAD9
dia_male.1,dia,male,1,diaphragm,diaphragm,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
dia_female.1,dia,female,1,diaphragm,diaphragm,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
dia_male.4,dia,male,4,diaphragm,diaphragm,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
dia_female.4,dia,female,4,diaphragm,diaphragm,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
ske_female.1,ske,female,1,skeletal muscle,skeletal muscle,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
ske_male.1,ske,male,1,skeletal muscle,skeletal muscle,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
ske_female.4,ske,female,4,skeletal muscle,skeletal muscle,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
ske_male.4,ske,male,4,skeletal muscle,skeletal muscle,skeletal muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
skih_female.1,skih,female,1,skin (back),skin (back),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skih_male.1,skih,male,1,skin (back),skin (back),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skih_female.4,skih,female,4,skin (back),skin (back),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skih_male.4,skih,male,4,skin (back),skin (back),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_male.3,elid,male,3,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_female.1,elid,female,1,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_female.2,elid,female,2,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_male.4,elid,male,4,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_female.3,elid,female,3,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_female.4,elid,female,4,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_male.1,elid,male,1,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
elid_male.2,elid,male,2,skin (eye),skin (eye),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skib_male.4,skib,male,4,skin (groin),skin (groin),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skib_male.1,skib,male,1,skin (groin),skin (groin),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skib_female.1,skib,female,1,skin (groin),skin (groin),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
skib_female.4,skib,female,4,skin (groin),skin (groin),skin,Skin,FALSE,#FCCAB3,#FCCAB3,#FCCAB3,#FCCAB3
duo_female.1,duo,female,1,duodenum,duodenum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
duo_male.1,duo,male,1,duodenum,duodenum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
duo_female.4,duo,female,4,duodenum,duodenum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
duo_male.4,duo,male,4,duodenum,duodenum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
ile_male.4,ile,male,4,ileum,ileum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
ile_female.1,ile,female,1,ileum,ileum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
ile_male.1,ile,male,1,ileum,ileum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
ile_female.4,ile,female,4,ileum,ileum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
juj_female.1,juj,female,1,jejunum,jejunum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
juj_female.4,juj,female,4,jejunum,jejunum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
juj_male.4,juj,male,4,jejunum,jejunum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
juj_male.1,juj,male,1,jejunum,jejunum,small intestine,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
smoi_female.4,smoi,female,4,smooth muscle (intestine),smooth muscle (intestine),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
smoi_male.1,smoi,male,1,smooth muscle (intestine),smooth muscle (intestine),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
smoi_female.1,smoi,female,1,smooth muscle (intestine),smooth muscle (intestine),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
smoi_male.4,smoi,male,4,smooth muscle (intestine),smooth muscle (intestine),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
smou_female.1,smou,female,1,smooth muscle (uterus),smooth muscle (uterus),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
smou_female.4,smou,female,4,smooth muscle (uterus),smooth muscle (uterus),smooth muscle,Muscle tissues,FALSE,#DE6C7D,#DE6C7D,#DE6C7D,#DE6C7D
stol_male.4,stol,male,4,stomach (lower),stomach (lower),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stol_female.4,stol,female,4,stomach (lower),stomach (lower),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stol_female.1,stol,female,1,stomach (lower),stomach (lower),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stol_male.1,stol,male,1,stomach (lower),stomach (lower),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stom_female.4,stom,female,4,stomach (middle),stomach (middle),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stom_male.1,stom,male,1,stomach (middle),stomach (middle),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stom_female.1,stom,female,1,stomach (middle),stomach (middle),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stom_male.4,stom,male,4,stomach (middle),stomach (middle),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stou_female.4,stou,female,4,stomach (upper),stomach (upper),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stou_male.4,stou,male,4,stomach (upper),stomach (upper),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stou_male.1,stou,male,1,stomach (upper),stomach (upper),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
stou_female.1,stou,female,1,stomach (upper),stomach (upper),stomach,Gastrointestinal tract,FALSE,#1280C4,#1280C4,#1280C4,#1280C4
syn_female.4,syn,female,4,synovial tissue,synovial tissue,synovial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
syn_male.1,syn,male,1,synovial tissue,synovial tissue,synovial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
syn_female.1,syn,female,1,synovial tissue,synovial tissue,synovial tissue,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
tes_male.1,tes,male,1,testis,testis,testis,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
tes_male.4,tes,male,4,testis,testis,testis,Male reproductive system,FALSE,#95D4F5,#95D4F5,#95D4F5,#95D4F5
thyr_male.1,thyr,male,1,thyroid gland,thyroid gland,thyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
thyr_male.4,thyr,male,4,thyroid gland,thyroid gland,thyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
thyr_female.1,thyr,female,1,thyroid gland,thyroid gland,thyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
thyr_female.4,thyr,female,4,thyroid gland,thyroid gland,thyroid gland,Endocrine tissues,FALSE,#7F6A9C,#7F6A9C,#7F6A9C,#7F6A9C
lar_female.1,lar,female,1,larynx,larynx,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lar_female.4,lar,female,4,larynx,larynx,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lar_male.4,lar,male,4,larynx,larynx,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
lar_male.1,lar,male,1,larynx,larynx,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
nas_female.4,nas,female,4,nasopharynx epithelium,nasopharynx epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
nas_male.1,nas,male,1,nasopharynx epithelium,nasopharynx epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
nas_female.1,nas,female,1,nasopharynx epithelium,nasopharynx epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
nas_male.4,nas,male,4,nasopharynx epithelium,nasopharynx epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
olf_male.4,olf,male,4,olfactory epithelium,olfactory epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
olf_female.4,olf,female,4,olfactory epithelium,olfactory epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
olf_male.1,olf,male,1,olfactory epithelium,olfactory epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
olf_female.1,olf,female,1,olfactory epithelium,olfactory epithelium,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
trac_male.1,trac,male,1,trachea,trachea,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
trac_female.4,trac,female,4,trachea,trachea,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
trac_male.4,trac,male,4,trachea,trachea,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
trac_female.1,trac,female,1,trachea,trachea,upper respiratory system,Respiratory system,FALSE,#6AA692,#6AA692,#6AA692,#6AA692
uri_female.4,uri,female,4,urinary bladder,urinary bladder,urinary bladder,Kidney & urinary bladder,FALSE,#F9A266,#F9A266,#F9A266,#F9A266
uri_male.4,uri,male,4,urinary bladder,urinary bladder,urinary bladder,Kidney & urinary bladder,FALSE,#F9A266,#F9A266,#F9A266,#F9A266
uri_female.1,uri,female,1,urinary bladder,urinary bladder,urinary bladder,Kidney & urinary bladder,FALSE,#F9A266,#F9A266,#F9A266,#F9A266
uri_male.1,uri,male,1,urinary bladder,urinary bladder,urinary bladder,Kidney & urinary bladder,FALSE,#F9A266,#F9A266,#F9A266,#F9A266
ute_female.4,ute,female,4,uterus,uterus,uterus,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
ute_female.1,ute,female,1,uterus,uterus,uterus,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
vagi_female.1,vagi,female,1,vagina,vagina,vagina,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
vagi_female.4,vagi,female,4,vagina,vagina,vagina,Breast and female reproductive system,FALSE,#F8BDD7,#F8BDD7,#F8BDD7,#F8BDD7
vagu_female.4,vagu,female,4,vagus nerve,vagus nerve,vagus nerve,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vagu_male.1,vagu,male,1,vagus nerve,vagus nerve,vagus nerve,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vagu_male.4,vagu,male,4,vagus nerve,vagus nerve,vagus nerve,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vagu_female.1,vagu,female,1,vagus nerve,vagus nerve,vagus nerve,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vein_female.4,vein,female,4,vein,vein,vein,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vein_male.4,vein,male,4,vein,vein,vein,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vein_female.1,vein,female,1,vein,vein,vein,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD
vein_male.1,vein,male,1,vein,vein,vein,Adipose & soft tissue,FALSE,#A7DACD,#A7DACD,#A7DACD,#A7DACD